gene,transcript,protein
FBgn0015324.1,FBtr0078700.1,FBpp0078349.1
FBgn0250753.1,FBtr0078744.1,FBpp0078393.1
FBgn0250753.1,FBtr0078745.1,FBpp0078394.1
FBgn0250753.1,FBtr0078750.1,FBpp0078399.1
FBgn0250753.1,FBtr0078749.1,FBpp0078398.1
FBgn0250753.1,FBtr0078747.1,FBpp0078396.1
FBgn0250753.1,FBtr0078748.1,FBpp0078397.1
FBgn0250753.1,FBtr0078746.1,FBpp0078395.1
FBgn0082961.1,FBtr0113576.1,
FBgn0082962.1,FBtr0113577.1,
FBgn0082978.1,FBtr0113578.1,
FBgn0082979.1,FBtr0113579.1,
FBgn0082954.1,FBtr0113580.1,
FBgn0086662.1,FBtr0091697.1,
FBgn0082988.1,FBtr0113581.1,
FBgn0082989.1,FBtr0113582.1,
FBgn0037347.1,FBtr0333278.1,FBpp0305476.1
FBgn0037347.1,FBtr0273377.1,FBpp0271885.1
FBgn0037347.1,FBtr0333279.1,FBpp0305477.1
FBgn0261004.1,FBtr0078743.1,FBpp0078392.1
FBgn0017550.1,FBtr0078741.1,FBpp0078390.1
FBgn0017550.1,FBtr0345140.1,FBpp0311361.1
FBgn0017550.1,FBtr0078742.1,FBpp0078391.1
FBgn0263619.1,FBtr0344302.1,
FBgn0263619.1,FBtr0309985.1,
FBgn0019637.1,FBtr0078704.1,FBpp0078353.1
FBgn0044823.1,FBtr0078739.1,FBpp0078388.1
FBgn0037350.1,FBtr0113194.1,FBpp0112106.1
FBgn0037350.1,FBtr0078740.1,FBpp0078389.1
FBgn0037351.1,FBtr0335214.1,FBpp0307201.1
FBgn0037351.1,FBtr0078705.1,FBpp0078354.1
FBgn0260002.1,FBtr0114326.1,
FBgn0086051.1,FBtr0114327.1,
FBgn0051551.1,FBtr0078706.1,FBpp0078355.1
FBgn0051549.1,FBtr0078707.1,FBpp0078356.1
FBgn0051549.1,FBtr0335215.1,FBpp0307202.1
FBgn0037354.1,FBtr0078708.1,FBpp0078357.1
FBgn0051546.1,FBtr0078737.1,FBpp0078386.1
FBgn0051548.1,FBtr0078736.1,FBpp0078385.1
FBgn0037356.1,FBtr0078709.1,FBpp0078358.1
FBgn0027951.1,FBtr0290206.1,FBpp0288645.1
FBgn0027951.1,FBtr0330315.1,FBpp0303347.1
FBgn0027951.1,FBtr0078734.1,FBpp0078383.1
FBgn0027951.1,FBtr0078733.1,FBpp0078382.1
FBgn0262125.1,FBtr0339320.1,FBpp0308424.1
FBgn0262125.1,FBtr0304794.1,FBpp0293334.1
FBgn0262125.1,FBtr0310266.1,FBpp0301949.1
FBgn0262125.1,FBtr0078710.1,FBpp0078359.1
FBgn0262125.1,FBtr0330314.1,FBpp0303346.1
FBgn0262125.1,FBtr0309091.1,FBpp0301099.1
FBgn0262125.1,FBtr0078711.1,FBpp0078360.1
FBgn0037358.1,FBtr0334953.1,FBpp0306969.1
FBgn0037358.1,FBtr0078732.1,FBpp0078381.1
FBgn0037359.1,FBtr0078712.1,FBpp0078361.1
FBgn0037360.1,FBtr0078730.1,FBpp0078379.1
FBgn0264902.1,FBtr0334945.1,
FBgn0046222.1,FBtr0078713.1,FBpp0078362.1
FBgn0046222.1,FBtr0078714.1,FBpp0078363.1
FBgn0010772.1,FBtr0334951.1,FBpp0306967.1
FBgn0010772.1,FBtr0078728.1,FBpp0078377.1
FBgn0010772.1,FBtr0334952.1,FBpp0306968.1
FBgn0037363.1,FBtr0334946.1,FBpp0306962.1
FBgn0037363.1,FBtr0078716.1,FBpp0078365.1
FBgn0037364.1,FBtr0078727.1,FBpp0078376.1
FBgn0261261.1,FBtr0334947.1,FBpp0306963.1
FBgn0261261.1,FBtr0302091.1,FBpp0291301.1
FBgn0261261.1,FBtr0334948.1,FBpp0306964.1
FBgn0261261.1,FBtr0302092.1,FBpp0291302.1
FBgn0261261.1,FBtr0302090.1,FBpp0291300.1
FBgn0037365.1,FBtr0334950.1,FBpp0306966.1
FBgn0037365.1,FBtr0078726.1,FBpp0078375.1
FBgn0004878.1,FBtr0339518.1,FBpp0308601.1
FBgn0004878.1,FBtr0078725.1,FBpp0078374.1
FBgn0266229.1,FBtr0343892.1,
FBgn0037368.1,FBtr0343988.1,FBpp0310437.1
FBgn0037368.1,FBtr0343989.1,FBpp0310438.1
FBgn0037368.1,FBtr0078720.1,FBpp0078369.1
FBgn0037369.1,FBtr0301574.1,FBpp0290789.1
FBgn0037369.1,FBtr0078724.1,FBpp0078373.1
FBgn0037370.1,FBtr0078721.1,FBpp0078370.1
FBgn0037371.1,FBtr0078723.1,FBpp0078372.1
FBgn0027497.1,FBtr0078722.1,FBpp0078371.1
FBgn0037372.1,FBtr0078678.1,FBpp0078327.1
FBgn0266672.1,FBtr0078677.1,FBpp0078326.1
FBgn0027608.1,FBtr0306153.1,FBpp0297283.1
FBgn0027608.1,FBtr0300910.1,FBpp0290132.1
FBgn0027608.1,FBtr0300907.1,FBpp0290129.1
FBgn0027608.1,FBtr0300911.1,FBpp0290133.1
FBgn0027608.1,FBtr0300909.1,FBpp0290131.1
FBgn0027608.1,FBtr0078674.1,FBpp0078323.1
FBgn0027608.1,FBtr0078672.1,FBpp0078321.1
FBgn0027608.1,FBtr0300906.1,FBpp0290128.1
FBgn0027608.1,FBtr0078675.1,FBpp0078324.1
FBgn0027608.1,FBtr0078676.1,FBpp0078325.1
FBgn0027608.1,FBtr0300913.1,FBpp0290135.1
FBgn0027608.1,FBtr0300912.1,FBpp0290134.1
FBgn0037374.1,FBtr0078624.1,FBpp0078273.1
FBgn0037374.1,FBtr0078625.1,FBpp0078274.1
FBgn0037375.1,FBtr0300739.1,FBpp0289963.1
FBgn0037375.1,FBtr0300741.1,FBpp0289965.1
FBgn0037375.1,FBtr0300737.1,FBpp0289961.1
FBgn0037375.1,FBtr0078627.1,FBpp0078276.1
FBgn0037375.1,FBtr0300738.1,FBpp0289962.1
FBgn0037375.1,FBtr0300740.1,FBpp0289964.1
FBgn0037375.1,FBtr0300736.1,FBpp0289960.1
FBgn0037375.1,FBtr0078628.1,FBpp0078277.1
FBgn0037376.1,FBtr0078670.1,FBpp0078319.1
FBgn0037376.1,FBtr0078669.1,FBpp0078318.1
FBgn0028690.1,FBtr0078629.1,FBpp0078278.1
FBgn0037377.1,FBtr0078630.1,FBpp0078279.1
FBgn0037378.1,FBtr0078668.1,FBpp0078317.1
FBgn0037379.1,FBtr0078631.1,FBpp0078280.1
FBgn0037379.1,FBtr0335518.1,FBpp0307486.1
FBgn0263353.1,FBtr0308953.1,FBpp0301052.1
FBgn0263353.1,FBtr0113195.1,FBpp0112107.1
FBgn0261561.1,FBtr0303165.1,FBpp0292264.1
FBgn0261561.1,FBtr0302724.1,FBpp0291864.1
FBgn0261561.1,FBtr0302725.1,FBpp0291865.1
FBgn0261561.1,FBtr0302727.1,FBpp0291867.1
FBgn0261561.1,FBtr0335519.1,FBpp0307487.1
FBgn0261561.1,FBtr0302726.1,FBpp0291866.1
FBgn0037382.1,FBtr0078667.1,FBpp0078316.1
FBgn0037383.1,FBtr0078666.1,FBpp0078315.1
FBgn0037383.1,FBtr0344117.1,FBpp0310534.1
FBgn0037384.1,FBtr0078638.1,FBpp0078287.1
FBgn0037384.1,FBtr0344116.1,FBpp0310533.1
FBgn0037384.1,FBtr0078639.1,FBpp0078288.1
FBgn0037385.1,FBtr0078640.1,FBpp0078289.1
FBgn0037386.1,FBtr0113196.1,FBpp0112108.1
FBgn0037386.1,FBtr0113197.1,FBpp0112109.1
FBgn0266702.1,FBtr0345152.1,
FBgn0266702.1,FBtr0345151.1,
FBgn0037387.1,FBtr0078642.1,FBpp0078291.1
FBgn0037387.1,FBtr0078644.1,FBpp0078293.1
FBgn0037387.1,FBtr0078643.1,FBpp0078292.1
FBgn0037387.1,FBtr0305954.1,FBpp0297096.1
FBgn0037388.1,FBtr0078645.1,FBpp0078294.1
FBgn0037389.1,FBtr0306740.1,
FBgn0037389.1,FBtr0306741.1,
FBgn0029088.1,FBtr0078665.1,FBpp0078314.1
FBgn0085316.1,FBtr0112483.1,FBpp0111396.1
FBgn0028436.1,FBtr0078647.1,FBpp0078296.1
FBgn0037391.1,FBtr0114518.1,FBpp0113010.1
FBgn0037391.1,FBtr0078663.1,FBpp0078312.1
FBgn0037391.1,FBtr0078664.1,FBpp0078313.1
FBgn0037391.1,FBtr0078662.1,FBpp0078311.1
FBgn0037391.1,FBtr0078661.1,FBpp0078310.1
FBgn0083949.1,FBtr0110806.1,FBpp0110103.1
FBgn0083949.1,FBtr0110807.1,FBpp0110104.1
FBgn0267399.1,FBtr0346724.1,
FBgn0267400.1,FBtr0346725.1,
FBgn0040679.1,FBtr0078657.1,FBpp0078306.1
FBgn0266230.1,FBtr0343893.1,
FBgn0266231.1,FBtr0343894.1,
FBgn0011281.1,FBtr0345250.1,FBpp0311427.1
FBgn0011281.1,FBtr0078656.1,FBpp0078305.1
FBgn0011281.1,FBtr0345251.1,FBpp0311428.1
FBgn0010403.1,FBtr0078655.1,FBpp0078304.1
FBgn0266232.1,FBtr0343895.1,
FBgn0266233.1,FBtr0343896.1,
FBgn0003261.1,FBtr0309320.1,FBpp0301224.1
FBgn0003261.1,FBtr0302597.1,FBpp0291753.1
FBgn0003261.1,FBtr0309321.1,FBpp0301225.1
FBgn0003261.1,FBtr0078654.1,FBpp0078303.1
FBgn0003261.1,FBtr0309319.1,FBpp0301223.1
FBgn0003261.1,FBtr0309322.1,FBpp0301226.1
FBgn0003261.1,FBtr0301947.1,FBpp0291159.1
FBgn0003261.1,FBtr0078649.1,FBpp0078298.1
FBgn0003261.1,FBtr0078651.1,FBpp0078300.1
FBgn0003261.1,FBtr0078653.1,FBpp0078302.1
FBgn0003261.1,FBtr0078650.1,FBpp0078299.1
FBgn0003261.1,FBtr0078652.1,FBpp0078301.1
FBgn0037395.1,FBtr0309318.1,FBpp0301222.1
FBgn0037395.1,FBtr0078648.1,FBpp0078297.1
FBgn0037396.1,FBtr0344315.1,FBpp0310707.1
FBgn0037396.1,FBtr0078623.1,FBpp0078272.1
FBgn0037397.1,FBtr0307114.1,
FBgn0266226.1,FBtr0343897.1,
FBgn0037398.1,FBtr0078621.1,FBpp0078270.1
FBgn0037399.1,FBtr0078620.1,FBpp0078269.1
FBgn0026077.1,FBtr0112922.1,FBpp0111835.1
FBgn0026077.1,FBtr0078619.1,FBpp0078268.1
FBgn0266234.1,FBtr0343898.1,
FBgn0266234.1,FBtr0343899.1,
FBgn0046878.1,FBtr0078584.1,FBpp0078233.1
FBgn0046876.1,FBtr0078618.1,FBpp0078267.1
FBgn0046875.1,FBtr0078617.1,FBpp0078266.1
FBgn0037402.1,FBtr0309511.1,FBpp0301284.1
FBgn0037402.1,FBtr0078585.1,FBpp0078234.1
FBgn0037402.1,FBtr0309512.1,FBpp0301285.1
FBgn0263497.1,FBtr0347026.1,
FBgn0263497.1,FBtr0309515.1,
FBgn0263498.1,FBtr0309513.1,
FBgn0263498.1,FBtr0309514.1,
FBgn0051559.1,FBtr0078616.1,FBpp0078265.1
FBgn0037405.1,FBtr0078587.1,FBpp0078236.1
FBgn0037406.1,FBtr0078588.1,FBpp0078237.1
FBgn0266704.1,FBtr0345156.1,
FBgn0051562.1,FBtr0344667.1,
FBgn0037408.1,FBtr0308318.1,FBpp0300637.1
FBgn0037408.1,FBtr0078590.1,FBpp0078239.1
FBgn0037408.1,FBtr0308317.1,FBpp0300636.1
FBgn0037408.1,FBtr0308316.1,FBpp0300635.1
FBgn0037409.1,FBtr0078591.1,FBpp0078240.1
FBgn0037410.1,FBtr0310413.1,FBpp0302561.1
FBgn0037410.1,FBtr0078592.1,FBpp0078241.1
FBgn0037410.1,FBtr0078593.1,FBpp0078242.1
FBgn0037411.1,FBtr0078594.1,FBpp0078243.1
FBgn0037411.1,FBtr0310414.1,FBpp0302562.1
FBgn0037412.1,FBtr0334866.1,FBpp0306889.1
FBgn0037412.1,FBtr0078615.1,FBpp0078264.1
FBgn0037413.1,FBtr0302937.1,FBpp0292063.1
FBgn0037413.1,FBtr0078595.1,FBpp0078244.1
FBgn0027527.1,FBtr0346344.1,FBpp0312061.1
FBgn0027527.1,FBtr0078596.1,FBpp0078245.1
FBgn0037414.1,FBtr0078597.1,FBpp0078246.1
FBgn0037415.1,FBtr0078598.1,FBpp0078247.1
FBgn0037416.1,FBtr0078599.1,FBpp0078248.1
FBgn0037417.1,FBtr0078601.1,FBpp0078250.1
FBgn0037418.1,FBtr0078614.1,FBpp0078263.1
FBgn0037419.1,FBtr0078602.1,FBpp0078251.1
FBgn0037420.1,FBtr0302305.1,FBpp0291511.1
FBgn0037421.1,FBtr0078604.1,FBpp0078253.1
FBgn0037422.1,FBtr0078605.1,FBpp0078254.1
FBgn0040279.1,FBtr0078606.1,FBpp0078255.1
FBgn0037424.1,FBtr0078607.1,FBpp0078256.1
FBgn0051561.1,FBtr0078608.1,FBpp0078257.1
FBgn0267690.1,FBtr0347194.1,FBpp0312502.1
FBgn0051560.1,FBtr0078609.1,FBpp0078258.1
FBgn0037427.1,FBtr0334536.1,FBpp0306603.1
FBgn0037427.1,FBtr0334538.1,FBpp0306605.1
FBgn0037427.1,FBtr0078610.1,FBpp0078259.1
FBgn0037427.1,FBtr0334537.1,FBpp0306604.1
FBgn0037428.1,FBtr0078611.1,FBpp0078260.1
FBgn0037429.1,FBtr0081707.1,FBpp0081204.1
FBgn0037429.1,FBtr0301493.1,FBpp0290708.1
FBgn0037430.1,FBtr0081708.1,FBpp0081205.1
FBgn0037431.1,FBtr0081709.1,FBpp0081206.1
FBgn0037432.1,FBtr0081710.1,FBpp0081207.1
FBgn0037433.1,FBtr0081711.1,FBpp0081208.1
FBgn0261789.1,FBtr0081737.1,FBpp0081234.1
FBgn0037435.1,FBtr0081712.1,FBpp0081209.1
FBgn0037436.1,FBtr0081713.1,FBpp0081210.1
FBgn0267698.1,FBtr0334541.1,FBpp0306608.1
FBgn0267698.1,FBtr0081714.1,FBpp0081211.1
FBgn0267698.1,FBtr0334544.1,FBpp0306611.1
FBgn0267698.1,FBtr0081715.1,FBpp0081212.1
FBgn0267698.1,FBtr0334542.1,FBpp0306609.1
FBgn0267698.1,FBtr0081716.1,FBpp0081213.1
FBgn0267698.1,FBtr0334540.1,FBpp0306607.1
FBgn0267698.1,FBtr0334543.1,FBpp0306610.1
FBgn0267698.1,FBtr0334539.1,FBpp0306606.1
FBgn0261641.1,FBtr0345076.1,FBpp0311306.1
FBgn0261641.1,FBtr0303013.1,FBpp0292135.1
FBgn0261641.1,FBtr0345075.1,FBpp0311305.1
FBgn0261641.1,FBtr0334545.1,FBpp0306612.1
FBgn0261641.1,FBtr0303017.1,FBpp0292139.1
FBgn0261641.1,FBtr0303014.1,FBpp0292136.1
FBgn0261641.1,FBtr0303015.1,FBpp0292137.1
FBgn0037439.1,FBtr0081717.1,FBpp0081214.1
FBgn0037440.1,FBtr0110774.1,FBpp0110071.1
FBgn0037440.1,FBtr0347005.1,FBpp0312437.1
FBgn0037440.1,FBtr0081734.1,FBpp0081231.1
FBgn0037440.1,FBtr0344293.1,FBpp0310697.1
FBgn0260766.1,FBtr0301268.1,FBpp0290483.1
FBgn0261006.1,FBtr0309752.1,
FBgn0027514.1,FBtr0332176.1,FBpp0304485.1
FBgn0027514.1,FBtr0332175.1,FBpp0304484.1
FBgn0027514.1,FBtr0290212.1,FBpp0288651.1
FBgn0260645.1,FBtr0301001.1,FBpp0290223.1
FBgn0010282.1,FBtr0081719.1,FBpp0081216.1
FBgn0037442.1,FBtr0113198.1,FBpp0112110.1
FBgn0037442.1,FBtr0081720.1,FBpp0081217.1
FBgn0037442.1,FBtr0081721.1,FBpp0081218.1
FBgn0037442.1,FBtr0081722.1,FBpp0081219.1
FBgn0037443.1,FBtr0290326.1,FBpp0288765.1
FBgn0037443.1,FBtr0289940.1,FBpp0288378.1
FBgn0037443.1,FBtr0290327.1,FBpp0288766.1
FBgn0037443.1,FBtr0300261.1,FBpp0289489.1
FBgn0037443.1,FBtr0289939.1,FBpp0288377.1
FBgn0264495.1,FBtr0334322.1,FBpp0306435.1
FBgn0264495.1,FBtr0303790.1,FBpp0292802.1
FBgn0264495.1,FBtr0303787.1,FBpp0292799.1
FBgn0264495.1,FBtr0303788.1,FBpp0292800.1
FBgn0264495.1,FBtr0303789.1,FBpp0292801.1
FBgn0264787.1,FBtr0334323.1,
FBgn0037445.1,FBtr0330193.1,FBpp0303226.1
FBgn0037445.1,FBtr0330192.1,FBpp0303225.1
FBgn0037445.1,FBtr0081730.1,FBpp0081227.1
FBgn0037446.1,FBtr0302383.1,FBpp0291578.1
FBgn0037446.1,FBtr0330191.1,FBpp0303224.1
FBgn0037446.1,FBtr0081728.1,FBpp0081225.1
FBgn0037447.1,FBtr0081729.1,FBpp0081226.1
FBgn0037448.1,FBtr0339333.1,FBpp0308433.1
FBgn0037448.1,FBtr0339332.1,FBpp0308432.1
FBgn0037448.1,FBtr0344704.1,FBpp0311037.1
FBgn0037448.1,FBtr0308037.1,FBpp0300398.1
FBgn0037448.1,FBtr0308038.1,FBpp0300399.1
FBgn0037448.1,FBtr0344269.1,FBpp0310674.1
FBgn0037448.1,FBtr0339334.1,FBpp0308434.1
FBgn0037448.1,FBtr0081674.1,FBpp0081174.1
FBgn0037448.1,FBtr0081672.1,FBpp0081172.1
FBgn0037448.1,FBtr0308039.1,FBpp0300400.1
FBgn0037448.1,FBtr0081673.1,FBpp0081173.1
FBgn0037448.1,FBtr0344268.1,FBpp0310673.1
FBgn0011919.1,FBtr0081706.1,
FBgn0037449.1,FBtr0081675.1,FBpp0081175.1
FBgn0053202.1,FBtr0336453.1,FBpp0307559.1
FBgn0053202.1,FBtr0081704.1,FBpp0081202.1
FBgn0046873.1,FBtr0081676.1,FBpp0081176.1
FBgn0037454.1,FBtr0081705.1,FBpp0081203.1
FBgn0037455.1,FBtr0089748.1,FBpp0088689.1
FBgn0037456.1,FBtr0081703.1,FBpp0081201.1
FBgn0051482.1,FBtr0081679.1,FBpp0081179.1
FBgn0250846.1,FBtr0337024.1,FBpp0307953.1
FBgn0250846.1,FBtr0301286.1,FBpp0290501.1
FBgn0250846.1,FBtr0337025.1,FBpp0307954.1
FBgn0037460.1,FBtr0081701.1,FBpp0081199.1
FBgn0037461.1,FBtr0081700.1,FBpp0081198.1
FBgn0037461.1,FBtr0337023.1,FBpp0307952.1
FBgn0037462.1,FBtr0081681.1,FBpp0081181.1
FBgn0051286.1,FBtr0081682.1,FBpp0081182.1
FBgn0026565.1,FBtr0337022.1,FBpp0307951.1
FBgn0026565.1,FBtr0081699.1,FBpp0081197.1
FBgn0010355.1,FBtr0304903.1,FBpp0293442.1
FBgn0010355.1,FBtr0081684.1,FBpp0081184.1
FBgn0010355.1,FBtr0081686.1,FBpp0089420.1
FBgn0010355.1,FBtr0301622.1,FBpp0290837.1
FBgn0010355.1,FBtr0081685.1,FBpp0089369.1
FBgn0010355.1,FBtr0345257.1,FBpp0311434.1
FBgn0026566.1,FBtr0346140.1,FBpp0311968.1
FBgn0026566.1,FBtr0339933.1,FBpp0308960.1
FBgn0026566.1,FBtr0301623.1,FBpp0290838.1
FBgn0262801.1,FBtr0081687.1,FBpp0081185.1
FBgn0024912.1,FBtr0081697.1,FBpp0081195.1
FBgn0002522.1,FBtr0308035.1,FBpp0300396.1
FBgn0002522.1,FBtr0081696.1,FBpp0081194.1
FBgn0000552.1,FBtr0081688.1,FBpp0081186.1
FBgn0004777.1,FBtr0081689.1,FBpp0081187.1
FBgn0004778.1,FBtr0081695.1,FBpp0081193.1
FBgn0004779.1,FBtr0081694.1,FBpp0081192.1
FBgn0004780.1,FBtr0081690.1,FBpp0081188.1
FBgn0004781.1,FBtr0081693.1,FBpp0081191.1
FBgn0063127.1,FBtr0091948.1,
FBgn0004782.1,FBtr0081692.1,FBpp0081190.1
FBgn0004783.1,FBtr0081691.1,FBpp0081189.1
FBgn0051481.1,FBtr0089279.1,FBpp0088336.1
FBgn0051481.1,FBtr0089278.1,FBpp0088335.1
FBgn0051481.1,FBtr0089276.1,FBpp0088333.1
FBgn0051481.1,FBtr0089277.1,FBpp0088334.1
FBgn0004054.1,FBtr0081671.1,FBpp0081171.1
FBgn0004054.1,FBtr0290296.1,FBpp0288735.1
FBgn0085326.1,FBtr0112493.1,FBpp0111406.1
FBgn0004053.1,FBtr0081670.1,FBpp0081170.1
FBgn0000166.1,FBtr0081666.1,FBpp0081166.1
FBgn0000166.1,FBtr0081665.1,FBpp0081165.1
FBgn0000166.1,FBtr0081668.1,FBpp0081168.1
FBgn0000166.1,FBtr0081667.1,FBpp0081167.1
FBgn0000166.1,FBtr0081664.1,FBpp0081164.1
FBgn0267153.1,FBtr0346240.1,
FBgn0267153.1,FBtr0346239.1,
FBgn0000071.1,FBtr0081618.1,FBpp0081135.1
FBgn0000071.1,FBtr0081619.1,FBpp0081136.1
FBgn0000071.1,FBtr0081620.1,FBpp0081137.1
FBgn0266235.1,FBtr0343900.1,
FBgn0261638.1,FBtr0303008.1,
FBgn0261638.1,FBtr0309069.1,
FBgn0262174.1,FBtr0304176.1,
FBgn0262174.1,FBtr0304177.1,
FBgn0263383.1,FBtr0309070.1,
FBgn0000439.1,FBtr0081621.1,FBpp0081138.1
FBgn0261503.1,FBtr0334273.1,
FBgn0262424.1,FBtr0304380.1,
FBgn0262424.1,FBtr0304382.1,
FBgn0262424.1,FBtr0304381.1,
FBgn0267575.1,FBtr0346989.1,
FBgn0051485.1,FBtr0081662.1,
FBgn0026162.1,FBtr0081622.1,
FBgn0261504.1,FBtr0302398.1,
FBgn0026163.1,FBtr0081661.1,
FBgn0026164.1,FBtr0081623.1,
FBgn0000003.1,FBtr0081624.1,
FBgn0011904.1,FBtr0081660.1,
FBgn0003339.1,FBtr0081658.1,FBpp0089393.1
FBgn0003339.1,FBtr0081657.1,FBpp0081163.1
FBgn0267561.1,FBtr0346971.1,
FBgn0267561.1,FBtr0346970.1,
FBgn0267562.1,FBtr0346976.1,
FBgn0267563.1,FBtr0346975.1,
FBgn0267564.1,FBtr0346972.1,
FBgn0267565.1,FBtr0346973.1,
FBgn0267560.1,FBtr0346974.1,
FBgn0001077.1,FBtr0081625.1,FBpp0081139.1
FBgn0266236.1,FBtr0343901.1,
FBgn0267119.1,FBtr0346215.1,
FBgn0266237.1,FBtr0343902.1,
FBgn0260642.1,FBtr0081650.1,FBpp0089243.1
FBgn0260642.1,FBtr0081652.1,FBpp0081162.1
FBgn0260642.1,FBtr0081653.1,FBpp0089244.1
FBgn0260642.1,FBtr0081651.1,FBpp0089086.1
FBgn0260642.1,FBtr0081648.1,FBpp0089241.1
FBgn0260642.1,FBtr0081656.1,FBpp0089247.1
FBgn0260642.1,FBtr0081649.1,FBpp0089242.1
FBgn0260642.1,FBtr0081647.1,FBpp0081161.1
FBgn0260642.1,FBtr0081654.1,FBpp0089245.1
FBgn0260642.1,FBtr0081655.1,FBpp0089246.1
FBgn0260642.1,FBtr0081646.1,FBpp0081160.1
FBgn0262897.1,FBtr0344599.1,
FBgn0267559.1,FBtr0346969.1,
FBgn0266238.1,FBtr0343903.1,
FBgn0024289.1,FBtr0081627.1,FBpp0081141.1
FBgn0024289.1,FBtr0339932.1,FBpp0308959.1
FBgn0026563.1,FBtr0081628.1,FBpp0081142.1
FBgn0019828.1,FBtr0089741.1,FBpp0088682.1
FBgn0019828.1,FBtr0089742.1,FBpp0088683.1
FBgn0019828.1,FBtr0305962.1,FBpp0297104.1
FBgn0037463.1,FBtr0081631.1,FBpp0081145.1
FBgn0037464.1,FBtr0081633.1,FBpp0081147.1
FBgn0037464.1,FBtr0300905.1,FBpp0290127.1
FBgn0037464.1,FBtr0300904.1,FBpp0290126.1
FBgn0037465.1,FBtr0081645.1,FBpp0081159.1
FBgn0037466.1,FBtr0334667.1,FBpp0306728.1
FBgn0037466.1,FBtr0305315.1,FBpp0293858.1
FBgn0037466.1,FBtr0081634.1,FBpp0081148.1
FBgn0037467.1,FBtr0305316.1,FBpp0293859.1
FBgn0037467.1,FBtr0081643.1,FBpp0081157.1
FBgn0267568.1,FBtr0346979.1,
FBgn0037468.1,FBtr0081635.1,FBpp0081149.1
FBgn0037468.1,FBtr0334668.1,FBpp0306729.1
FBgn0037468.1,FBtr0081636.1,FBpp0081150.1
FBgn0037468.1,FBtr0081637.1,FBpp0081151.1
FBgn0010774.1,FBtr0081642.1,FBpp0081156.1
FBgn0037469.1,FBtr0081638.1,FBpp0081152.1
FBgn0037470.1,FBtr0081640.1,FBpp0081154.1
FBgn0037470.1,FBtr0081641.1,FBpp0081155.1
FBgn0037470.1,FBtr0333326.1,FBpp0305518.1
FBgn0267567.1,FBtr0346978.1,
FBgn0003884.1,FBtr0081639.1,FBpp0081153.1
FBgn0263768.1,FBtr0310485.1,
FBgn0263768.1,FBtr0310486.1,
FBgn0040670.1,FBtr0344948.1,FBpp0311218.1
FBgn0040670.1,FBtr0081562.1,FBpp0081083.1
FBgn0261238.1,FBtr0330367.1,FBpp0303393.1
FBgn0261238.1,FBtr0334675.1,FBpp0306736.1
FBgn0261238.1,FBtr0300494.1,FBpp0289721.1
FBgn0261238.1,FBtr0334676.1,FBpp0306737.1
FBgn0261238.1,FBtr0300495.1,FBpp0289722.1
FBgn0261238.1,FBtr0334674.1,FBpp0306735.1
FBgn0261238.1,FBtr0081613.1,FBpp0081130.1
FBgn0261238.1,FBtr0334672.1,FBpp0306733.1
FBgn0261238.1,FBtr0081614.1,FBpp0081131.1
FBgn0261238.1,FBtr0081612.1,FBpp0081129.1
FBgn0261238.1,FBtr0334677.1,FBpp0306738.1
FBgn0261238.1,FBtr0334673.1,FBpp0306734.1
FBgn0261238.1,FBtr0113200.1,FBpp0112112.1
FBgn0267566.1,FBtr0346977.1,
FBgn0014863.1,FBtr0346967.1,FBpp0312428.1
FBgn0014863.1,FBtr0081617.1,FBpp0081134.1
FBgn0014863.1,FBtr0081616.1,FBpp0081133.1
FBgn0037472.1,FBtr0081563.1,FBpp0081084.1
FBgn0037473.1,FBtr0081611.1,FBpp0081128.1
FBgn0262149.1,FBtr0304140.1,
FBgn0262149.1,FBtr0304141.1,
FBgn0051248.1,FBtr0081564.1,FBpp0081085.1
FBgn0051248.1,FBtr0334669.1,FBpp0306730.1
FBgn0051494.1,FBtr0081565.1,
FBgn0051491.1,FBtr0081610.1,
FBgn0051493.1,FBtr0303649.1,FBpp0292666.1
FBgn0051493.1,FBtr0081566.1,FBpp0081086.1
FBgn0037475.1,FBtr0081567.1,FBpp0089410.1
FBgn0037475.1,FBtr0334670.1,FBpp0306731.1
FBgn0261702.1,FBtr0303196.1,
FBgn0261702.1,FBtr0343094.1,
FBgn0037477.1,FBtr0303197.1,FBpp0292295.1
FBgn0037478.1,FBtr0081568.1,FBpp0081087.1
FBgn0250732.1,FBtr0091512.1,FBpp0290855.1
FBgn0250732.1,FBtr0114531.1,FBpp0113023.1
FBgn0250732.1,FBtr0334671.1,FBpp0306732.1
FBgn0011020.1,FBtr0081569.1,FBpp0081088.1
FBgn0037481.1,FBtr0081606.1,FBpp0081124.1
FBgn0267569.1,FBtr0346980.1,
FBgn0002306.1,FBtr0334884.1,FBpp0306905.1
FBgn0002306.1,FBtr0334885.1,FBpp0306906.1
FBgn0002306.1,FBtr0081570.1,FBpp0081089.1
FBgn0002306.1,FBtr0081571.1,FBpp0081090.1
FBgn0037482.1,FBtr0081605.1,FBpp0081123.1
FBgn0086372.1,FBtr0334886.1,FBpp0306907.1
FBgn0086372.1,FBtr0302184.1,FBpp0291394.1
FBgn0086372.1,FBtr0305153.1,FBpp0293683.1
FBgn0086372.1,FBtr0334887.1,FBpp0306908.1
FBgn0086372.1,FBtr0334888.1,FBpp0306909.1
